language|Alert_definition|PT|Title|Content|Id|PublishedDate|LinkURI
en|" flood | ""ice jam"" + Ontario"|Ontario|Indian rescue copters are flying into region where <b>flood</b> washed out bridges and ... - Toronto Star|<b>Ontario</b> &middot; British Columbia &middot; Alberta &middot; Quebec &middot; Nova ... Indian rescue copters are flying into region where <b>flood</b> washed out bridges and killed at least&nbsp;...|tag:google.com,2013:googlealerts/feed:18110823223255582921|2023-10-09T11:31:39Z|https://www.thestar.com/news/world/asia/indian-rescue-copters-are-flying-into-region-where-flood-washed-out-bridges-and-killed-at/article_d7ec1bb4-ce4d-54e0-8253-6882b49863f3.html
en|" flood | ""ice jam"" + Ontario"|Ontario|Watch: Palestine sympathisers celebrate Hamas terrorist attack on Israel - Business Today|In the aftermath of an unprecedented attack by the Palestinian militant group Hamas that claimed the lives of over 700 people in Israel,&nbsp;...|tag:google.com,2013:googlealerts/feed:11882348280433013961|2023-10-09T10:25:10Z|https://www.businesstoday.in/visualstories/news/watch-palestine-sympathisers-celebrate-hamas-terrorist-attack-on-israel-68603-09-10-2023%3Futm_source%3Drssfeed
en|" flood | ""ice jam"" + Ontario"|Ontario|Overflowing reservoir sparks flash <b>flood</b> evacuations in Thailand - St. Joseph News-Press|Hundreds of villagers were evacuated when a reservoir overflowed sparking flash floods in northeast Thailand. Some 750 residents were transported&nbsp;...|tag:google.com,2013:googlealerts/feed:16071825593881971059|2023-10-09T08:23:52Z|https://www.newspressnow.com/multimedia/national_video/overflowing-reservoir-sparks-flash-flood-evacuations-in-thailand/video_de5aec5d-48ed-5e6c-a928-c5dacb274b33.html
en|" flood | ""ice jam"" + Saskatchewan"|Saskatchewan|CTV <b>Saskatchewan</b> news for Sunday, Oct. 8|Latest; Captured on Camera; Live events; Lifestyle; Consumer; Health; Entertainment; Technology; Autos; CTV National News; W5; Power Play&nbsp;...|tag:google.com,2013:googlealerts/feed:4447313797081192704|2023-10-10T00:02:18Z|https://www.ctvnews.ca/video%3FclipId%3D2783228
en|" flood | ""ice jam"" + Saskatchewan"|Saskatchewan|<b>Saskatchewan</b> MLAs prepare for fight over pronouns, Charter rights - Chemainus Valley Courier|Government says parental consent should be required for children to change names, pronouns at school.|tag:google.com,2013:googlealerts/feed:18052733428713289881|2023-10-09T22:17:31Z|https://www.chemainusvalleycourier.ca/national-news/saskatchewan-mlas-prepare-for-fight-over-pronouns-charter-rights-5559288
en|" flood | ""ice jam"" + Saskatchewan"|Saskatchewan|"Weekend downpour leaves major flooding, sinkholes in central Quebec | CBC News"|A <b>flood</b> protection wall was installed Sunday afternoon in a residential ... News -Canada -<b>Saskatchewan</b>. Cult of self-proclaimed &#39;Queen of Canada&nbsp;...|tag:google.com,2013:googlealerts/feed:7362867361000723688|2023-10-09T07:18:37Z|https://www.cbc.ca/news/canada/montreal/major-flooding-quebec-heavy-rain-1.6990527
fr|" inondation | embacle + Québec"|Québec|Pluies diluviennes: une cinquantaine de personnes isolées - TVA Nouvelles|Les fortes pluies des dernières heures ont causé des problèmes majeurs en Mauricie lundi. • À lire aussi: [EN IMAGES] <b>Inondations</b> ... <b>Québec</b>: les&nbsp;...|tag:google.com,2013:googlealerts/feed:15623726033976139385|2023-10-09T21:00:58Z|https://www.tvanouvelles.ca/2023/10/09/pluies-diluviennes-une-cinquantaine-de-personnes-isolees
fr|" inondation | embacle + Québec"|Québec|"Le niveau de la rivière Petit-Saguenay à la baisse | Radio-Canada.ca"|... le seuil d&#39;<b>inondation</b> mineure à 17 h après quelques heures pendant lesquelles il a été au seuil d&#39;<b>inondation</b> moyenne, au cours de l&#39;après-midi.|tag:google.com,2013:googlealerts/feed:3689544515560755034|2023-10-09T19:47:26Z|https://ici.radio-canada.ca/nouvelle/2016228/village-vacances-symposium-route-170
fr|" inondation | embacle + Québec"|Québec|Vaccination générale à compter de ce mardi - Le Soleil|... <b>Québécois</b> qui le désirent à compter de ce mardi au <b>Québec</b> ... <b>Inondations</b> dans Charlevoix &middot; Actualités?. 8 octobre 2023. <b>Inondations</b> dans Charlevoix. 3&nbsp;...|tag:google.com,2013:googlealerts/feed:15542683813868334707|2023-10-09T18:56:48Z|https://www.lesoleil.com/actualites/sante/covid-19/2023/10/09/grippe-et-covid-19-vaccination-generale-a-compter-de-ce-mardi-au-quebec-Q42GJU6UZVHTJK3CGHRPO7MYHY/
fr|" inondation | embacle + Québec"|Québec|Météo au <b>Québec</b>: le pire est passé, mais le temps restera gris - TVA Nouvelles|La région a été le théâtre d&#39;importantes <b>inondations</b> qui ont causé de sérieux dommages. ... <b>Québec</b>. www.journaldemontreal.com. Casa E. di Mirafiore&nbsp;...|tag:google.com,2013:googlealerts/feed:1609088508167408345|2023-10-09T18:02:56Z|https://www.tvanouvelles.ca/2023/10/09/meteo-au-quebec-les-grandes-pluies-sont-finies-mais-le-temps-restera-gris-lundi
fr|" inondation | embacle + Québec"|Québec|"Météo au <b>Québec</b>: les grandes pluies sont finies, mais le temps restera gris lundi | JDM"|En parallèle, la région a malheureusement été le théâtre d&#39;importantes <b>inondations</b> qui ont causé de sérieux dommages. Video Player is loading&nbsp;...|tag:google.com,2013:googlealerts/feed:17283952866750329122|2023-10-09T17:53:50Z|https://www.journaldemontreal.com/2023/10/09/meteo-au-quebec-les-grandes-pluies-sont-finies-mais-le-temps-restera-gris-lundi
fr|" inondation | embacle + Québec"|Québec|<b>Inondations</b> en Mauricie : une évacuation par bateau est envisagée pour 50 résidents|Le directeur régional de la sécurité civile et incendie pour la Mauricie et le Centre-du-<b>Québec</b>, Sylvain Gallant, indique que les autorités envisagent&nbsp;...|tag:google.com,2013:googlealerts/feed:4596461076151104759|2023-10-09T17:05:32Z|https://ici.radio-canada.ca/nouvelle/2016350/inondations-mauricie-pluie-sylbain-gallant
fr|" inondation | embacle + Québec"|Québec|"[EN IMAGES] <b>Inondations</b> dans Charlevoix: le camping Le Genévrier y goûte encore | TVA Nouvelles"|"Même si <b>Québec</b> leur avait promis une aide financière, les propriétaires n&#39;ont toujours pas vu la couleur de leur argent. Nicolas St-Pierre. | Publié&nbsp;..."|tag:google.com,2013:googlealerts/feed:13614459396108472662|2023-10-09T17:03:03Z|https://www.tvanouvelles.ca/2023/10/08/inondations-dans-charlevoix--le-camping-le-genevrier-y-goute-encore
fr|" inondation | embacle + Québec"|Québec|Homard en 2023 au <b>Québec</b> : une autre saison de records - Le Soleil|<b>Inondations</b> dans Charlevoix &middot; Actualités?. 8 octobre 2023. <b>Inondations</b> dans Charlevoix. 3. Important incendie chez AIM Recyclage à Lévis &middot; Justice et&nbsp;...|tag:google.com,2013:googlealerts/feed:16478004397188594334|2023-10-09T16:58:14Z|https://www.lesoleil.com/actualites/actualites-locales/est-du-quebec/2023/10/09/homard-en-2023-au-quebec-une-autre-saison-de-records-J3YPI3ECVVD2HLE276DLKYSAZI/
fr|" inondation | embacle + Québec"|Québec|"Le niveau de la rivière Petit-Saguenay est revenu à la normale | Radio-Canada.ca"|Le niveau de la rivière Petit-Saguenay est maintenant revenu à la normale, selon le site web de la Sécurité civile du <b>Québec</b> ... <b>inondation</b> moyen.|tag:google.com,2013:googlealerts/feed:16029272116737373890|2023-10-09T15:26:09Z|https://ici.radio-canada.ca/nouvelle/2016297/inondation-eau-pluie-precipitations
fr|" inondation | embacle + Québec"|Québec|"Les <b>inondations</b> en Mauricie en images | Radio-Canada.ca"|ICI Mauricie—Centre-du-<b>Québec</b>. Sections. Créer mon compte. Me connecter ... <b>Inondations</b> majeures dans Charlevoix : le camping Le Genévrier de nouveau&nbsp;...|tag:google.com,2013:googlealerts/feed:9517934796020420717|2023-10-09T14:24:32Z|https://ici.radio-canada.ca/nouvelle/2016251/pluie-inondation-mauricie-meteo
fr|" inondation | embacle + Québec"|Québec|"Les pluies abondantes causent des dégâts en Mauricie | Radio-Canada.ca"|... <b>inondations</b> ou de glissements de terrain. Des avertissements de pluie ont d ... Les fortes pluies causent des accumulations d&#39;eau au <b>Québec</b>. Près de&nbsp;...|tag:google.com,2013:googlealerts/feed:4997691280368577342|2023-10-09T12:59:49Z|https://ici.radio-canada.ca/nouvelle/2016165/pluie-eau-glissement-meteo
fr|" inondation | embacle + Québec"|Québec|"Météo au <b>Québec</b>: les grandes pluies sont finies, mais le temps restera gris lundi | JDQ"|En parallèle, la région a malheureusement été le théâtre d&#39;importantes <b>inondations</b> qui ont causé de sérieux dommages. ... <b>Québec</b> Inc. Tous droits&nbsp;...|tag:google.com,2013:googlealerts/feed:9887573579847130031|2023-10-09T12:39:05Z|https://www.journaldequebec.com/2023/10/09/meteo-au-quebec-les-grandes-pluies-sont-finies-mais-le-temps-restera-gris-lundi
fr|" inondation | embacle + Québec"|Québec|Météo au <b>Québec</b>: les grandes pluies sont finies, mais le temps restera gris lundi|En parallèle, la région a malheureusement été le théâtre d&#39;importantes <b>inondations</b> qui ont causé de sérieux dommages. «L&#39;événement est terminé, mais&nbsp;...|tag:google.com,2013:googlealerts/feed:7627386380809348764|2023-10-09T11:28:57Z|https://www-nocache.tvanouvelles.ca/2023/10/09/meteo-au-quebec-les-grandes-pluies-sont-finies-mais-le-temps-restera-gris-lundi
fr|" inondation | embacle + Québec"|Québec|"[EN IMAGES] <b>Inondations</b> dans Charlevoix : le camping Le Genévrier y goûte encore | JDQ"|Même si <b>Québec</b> leur avait promis une aide financière, les propriétaires n&#39;ont toujours pas vu la couleur de leur argent&nbsp;...|tag:google.com,2013:googlealerts/feed:18410399152535972572|2023-10-09T02:22:08Z|https://www.journaldequebec.com/2023/10/08/inondations-dans-charlevoix--le-camping-le-genevrier-y-goute-encore
en|" flood | ""ice jam"" + ""Nova Scotia"""|Nova Scotia|"A new life for a historic church in Georgetown, P.E.I. | CBC.ca"|Better <b>flood</b> maps could save lives. Why are they so hard to find? The ... Great white shark spotted in <b>Nova Scotia</b> waters. CBC News <b>Nova Scotia</b>. 3&nbsp;...|tag:google.com,2013:googlealerts/feed:11173437234235546108|2023-10-09T17:57:49Z|https://www.cbc.ca/player/play/2270277187873
en|" flood | ""ice jam"" + ""Nova Scotia"""|Nova Scotia|Philippe brings high winds, power outages to parts of <b>Nova Scotia</b> - CTV News Atlantic|The heavy winds in certain areas of <b>Nova Scotia</b> affected power lines, leaving 5,000 people in the dark at the peak of the weather system. <b>Nova Scotia</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:2215526338999243325|2023-10-09T17:18:51Z|https://atlantic.ctvnews.ca/philippe-brings-high-winds-power-outages-to-parts-of-nova-scotia-1.6594539
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|&#39;Blockbuster drugs&#39; on the horizon thanks to new money from <b>BC</b> government|... <b>British Columbia</b>. (Black Press Media file photo). What adds up to a ... <b>Flood</b> mitigation work&nbsp;...|tag:google.com,2013:googlealerts/feed:6169292672909789454|2023-10-11T04:05:56Z|https://www.chemainusvalleycourier.ca/news/blockbuster-drugs-on-the-horizon-thanks-to-new-money-from-bc-government-5559657
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|Falcon &#39;not concerned&#39; about poll showing <b>BC</b> United trailing Conservatives|A new poll shows <b>BC</b> United behind the Conservative Party of <b>B.C.</b>, but Leader Kevin Falcon said his party is not “very concerned”.|tag:google.com,2013:googlealerts/feed:14770970623621024940|2023-10-11T01:55:27Z|https://www.chemainusvalleycourier.ca/news/falcon-not-concerned-about-poll-showing-bc-united-trailing-conservatives-5559582
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|<b>B.C.</b> first province to sign individual health deal with feds, worth $1.2 billion - CTV News|Canada&#39;s health minister is touting Ottawa&#39;s new $1.2-billion bilateral funding agreement with <b>British Columbia</b> as a new model for&nbsp;...|tag:google.com,2013:googlealerts/feed:10953168601184836523|2023-10-11T00:52:58Z|https://www.ctvnews.ca/politics/b-c-first-province-to-sign-individual-health-deal-with-feds-worth-1-2-billion-1.6595430
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|New medicines promising for fighting RSV in infants, say <b>B.C.</b> researchers|This is an infection that actually kills,” said the University of <b>British Columbia</b> pediatric infectious diseases professor. ... <b>Flood</b> mitigation work&nbsp;...|tag:google.com,2013:googlealerts/feed:7384728842222664752|2023-10-10T23:02:52Z|https://www.chemainusvalleycourier.ca/news/new-medicines-promising-for-fighting-rsv-in-infants-say-bc-researchers-5559390
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|<b>B.C.</b>, feds sign $1.2B agreement for healthcare improvements - Chemainus Valley Courier|<b>British Columbia</b> will receive $1.2 billion over the next three years to ... <b>Flood</b> mitigation work&nbsp;...|tag:google.com,2013:googlealerts/feed:17447642083022253936|2023-10-10T20:09:54Z|https://www.chemainusvalleycourier.ca/news/bc-feds-sign-12b-agreement-for-healthcare-improvements-5559474
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|<b>B.C.</b> court rejects appeal of terminated employee who made workplace recordings|The <b>British Columbia</b> Court of Appeal has dismissed an appeal where a ... Queens University Law Dean Colleen <b>Flood</b> Law schools disclose common&nbsp;...|tag:google.com,2013:googlealerts/feed:1354286989696673401|2023-10-10T18:31:53Z|https://www.law360.ca/articles/51522/b-c-court-rejects-appeal-of-terminated-employee-who-made-workplace-recordings
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|Halifax business owner still knee-deep in insurance red tape after summer <b>flood</b>|... <b>flood</b> this summer. He is waiting to find out its impact on his ... <b>British Columbia</b> to provide insurance coverage for the well-financed companies&nbsp;...|tag:google.com,2013:googlealerts/feed:2698673649392991675|2023-10-10T15:29:27Z|https://www.theglobeandmail.com/business/industry-news/property-report/article-halifax-business-owner-still-knee-deep-in-insurance-red-tape-after/
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|<b>BC</b> insurance brokerages set to merge|Catastrophe &amp; <b>Flood</b> &middot; Claims &middot; Commercial Solutions &middot; Construction ... <b>British Columbia</b> brokerages Allwest Insurance and Waypoint Insurance are set to&nbsp;...|tag:google.com,2013:googlealerts/feed:4791640989081858905|2023-10-10T15:19:54Z|https://www.insurancebusinessmag.com/ca/news/breaking-news/bc-insurance-brokerages-set-to-merge-462586.aspx
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|P.E.I. councillor says he won&#39;t resign over sign that called unmarked Indigenous graves a hoax|Since the confirmation of community knowledge of suspected unmarked graves in <b>British Columbia</b> ... N.S. homeowners try to repair lingering <b>flood</b> damage,&nbsp;...|tag:google.com,2013:googlealerts/feed:13502969133020242670|2023-10-10T09:34:58Z|https://ca.sports.yahoo.com/news/p-e-councillor-says-wont-000401416.html
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|Moisture-laden system soaks parts of <b>B.C.</b>, up to 100 mm of rain possible - MSN|A potent system that has reached the <b>B.C.</b> coast will ramp up in intensity on Tuesday, bringing heavy downpours and gusty winds to the region&nbsp;...|tag:google.com,2013:googlealerts/feed:10191666313410400733|2023-10-10T06:27:20Z|https://www.msn.com/en-ca/weather/topstories/moisture-laden-system-soaks-parts-of-b-c-up-to-100-mm-of-rain-possible/ar-AA1hVxJ2
en|" flood | ""ice jam"" + ""Prince Edward Island"""|Prince Edward Island|Doggy paddler of the bay: Missing dog from Maine found on <b>island</b> in New Brunswick|If only Frankie could talk, he could fill in the details about his journey from the U.S. mainland to a Canadian <b>island</b>. Frankie went missing on&nbsp;...|tag:google.com,2013:googlealerts/feed:3600952195623644091|2023-10-10T15:55:01Z|https://atlantic.ctvnews.ca/doggy-paddler-of-the-bay-missing-dog-from-maine-found-on-island-in-new-brunswick-1.6595389
en|" flood | ""ice jam"" + ""Prince Edward Island"""|Prince Edward Island|"A new life for a historic church in Georgetown, <b>P.E.I.</b> | CBC.ca"|The former Holy Trinity Anglican Church was slated for demolition after falling into disrepair. Now the building is being restored, inside and out&nbsp;...|tag:google.com,2013:googlealerts/feed:15611610809899214104|2023-10-10T08:50:34Z|https://www.cbc.ca/player/play/2270277187873
en|" flood | ""ice jam"" + ""Prince Edward Island"""|Prince Edward Island|Reported peace officer impersonation was an off-duty police officer: RCMP - CTV Atlantic|Police say a reported impersonation of a peace officer in Cornwall, <b>P.E.I.</b>, was an off-duty RCMP constable in uniform returning home after shift.|tag:google.com,2013:googlealerts/feed:4125636561840028742|2023-10-10T02:37:30Z|https://atlantic.ctvnews.ca/mobile/reported-peace-officer-impersonation-was-an-off-duty-police-officer-rcmp-1.6594495
en|" flood | ""ice jam"" + Alberta"|Alberta|New associate chief justice for <b>Alberta</b> Court of King&#39;s Bench - Law360 Canada|... <b>Alberta</b>, as the new associate chief justice of the Court of King&#39;s Bench ... Queens University Law Dean Colleen <b>Flood</b> Law schools disclose common&nbsp;...|tag:google.com,2013:googlealerts/feed:10399103426711582528|2023-10-10T19:15:46Z|https://www.law360.ca/articles/51517/new-associate-chief-justice-for-alberta-court-of-king-s-bench
en|" flood | ""ice jam"" + Alberta"|Alberta|N.S. homeowners try to repair lingering <b>flood</b> damage, but say process is slow, overwhelming - CBC|N.S. homeowners try to repair lingering <b>flood</b> damage, but say process is slow, overwhelming ... Danielle Smith&#39;s big-money sales pitch on <b>Alberta</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:12648653792138346672|2023-10-10T14:30:57Z|https://www.cbc.ca/news/canada/nova-scotia/n-s-homeowners-try-to-repair-lingering-flood-damage-but-say-process-is-slow-overwhelming-1.6989271
en|" flood | ""ice jam"" + Alberta"|Alberta|<b>Alberta</b> no longer has a human-wildlife conflict specialist. Some want that to change|<b>Alberta&#39;s</b> former human-wildlife conflict specialist is ... N.S. homeowners try to repair lingering <b>flood</b> damage, but say process is slow, overwhelming.|tag:google.com,2013:googlealerts/feed:7005644240161524232|2023-10-10T09:59:14Z|https://ca.sports.yahoo.com/news/alberta-no-longer-human-wildlife-234036529.html
en|" flood | ""ice jam"" + Ontario"|Ontario|Wartime housing solutions proposed in Hamilton&#39;s ongoing crisis - CHCH|... <b>flood</b> of returning soldiers in need of somewhere to live. Nearly 80 years ago the federal government&#39;s Wartime Housing Corporation launched a home&nbsp;...|tag:google.com,2013:googlealerts/feed:17049457485696541880|2023-10-11T07:16:13Z|https://www.chch.com/wartime-housing-solutions-proposed-in-hamiltons-ongoing-crisis/
en|" flood | ""ice jam"" + Ontario"|Ontario|RCMP launches investigation into <b>Ontario&#39;s</b> Greenbelt scandal - iHeartRadio.ca|The social media platform X, formerly known as Twitter, says it is trying to take action on a <b>flood</b> of posts sharing graphic media, violent speech and&nbsp;...|tag:google.com,2013:googlealerts/feed:14927082715131367507|2023-10-11T05:15:42Z|https://www.iheartradio.ca/am800/news/rcmp-launches-investigation-into-ontario-s-greenbelt-scandal-1.20351778
en|" flood | ""ice jam"" + Ontario"|Ontario|Millcroft Greenspace Alliance to Hold Province Accountable for Commitment to ... - Burlington Gazette|... floodplains by voiding a developer&#39;s application to build homes on zoned open space designated for <b>flood</b> protection in Burlington. At issue is an&nbsp;...|tag:google.com,2013:googlealerts/feed:7255792047043662963|2023-10-11T04:50:41Z|https://burlingtongazette.ca/millcroft-greenspace-alliance-to-hold-province-accountable-for-commitment-to-protect-homes-in-burlington/
en|" flood | ""ice jam"" + Ontario"|Ontario|Concerns raised over risk build-up poses to bridge - Otago Daily Times|Neil MacLeod lives in Mountain Rd and travels across the <b>Ontario</b> St bridge to get to Gore. ... If the gravel was not removed &quot;it would <b>flood</b> and take&nbsp;...|tag:google.com,2013:googlealerts/feed:16589479609668831377|2023-10-11T04:34:54Z|https://www.odt.co.nz/southland/the-ensign/concerns-raised-over-risk-build-poses-bridge
en|" flood | ""ice jam"" + Ontario"|Ontario|"Galveston at a pivotal time in <b>flood</b>-control planning | Editorials | The Daily News"|Galveston at a pivotal time in <b>flood</b>-control planning. By MICHAEL A ... <b>Ontario</b>, Canada, Prince Edward Island, Canada, Quebec, Canada, Saskatchewan&nbsp;...|tag:google.com,2013:googlealerts/feed:13916654611452068840|2023-10-11T04:21:45Z|https://www.galvnews.com/opinion/editorials/galveston-at-a-pivotal-time-in-flood-control-planning/article_92778afc-f715-515a-b030-ba163526630a.html
en|" flood | ""ice jam"" + Ontario"|Ontario|<b>Ontario</b> Govt Backs Mental Health Initiatives for Farmers - Mirage News|<b>Flood</b> repair road works underway in Western Downs. 11 Oct 2023 1:38 pm AEDT. Tasmanian Labor, Community Sector Tackle Living Cost Crisis. 11 Oct 2023&nbsp;...|tag:google.com,2013:googlealerts/feed:6086760137739635871|2023-10-11T03:05:25Z|https://www.miragenews.com/ontario-govt-backs-mental-health-initiatives-1100703/
en|" flood | ""ice jam"" + Ontario"|Ontario|Council votes unanimously to look into a Sault Hope&#39;s Cradle - SooToday.com|... <b>Flood</b>/SooToday. Listen to this article. 00:01:11. Sault Ste. Marie city ... Northern <b>Ontario</b> Business &middot; OntarioFlyers.ca &middot; OrilliaMatters.com&nbsp;...|tag:google.com,2013:googlealerts/feed:13495528747517362395|2023-10-11T03:01:02Z|https://www.sootoday.com/local-news/councillors-vote-unanimously-to-look-into-a-sault-hopes-cradle-7661287
en|" flood | ""ice jam"" + Ontario"|Ontario|"RCMP investigating <b>Ontario</b> plan to open up the Greenbelt | Townsville Bulletin"|Up Next &middot; Chicago doctor discusses summit celebrating women in medicine &middot; BIPOC Market at Union Depot in St. Paul &middot; Chicago weather: Flash <b>Flood</b> Advisory&nbsp;...|tag:google.com,2013:googlealerts/feed:9438429428238805088|2023-10-11T02:29:29Z|https://www.townsvillebulletin.com.au/news/world/rcmp-investigating-ontario-plan-to-open-up-the-greenbelt/video/5a734baf15ac8a8cbe297a08611bc78f
en|" flood | ""ice jam"" + Ontario"|Ontario|"Protecting mental health as images of vicious violence <b>flood</b> social media | CityNews Kitchener"|Protecting mental health as images of vicious violence <b>flood</b> social media ... <b>Ontario</b>. N2N 0B1 © 2006 - 2023 Rogers Media. All rights reserved.|tag:google.com,2013:googlealerts/feed:1319330883450098115|2023-10-11T02:13:40Z|https://kitchener.citynews.ca/2023/10/10/protecting-mental-health-as-images-of-vicious-violence-flood-social-media/
en|" flood | ""ice jam"" + Ontario"|Ontario|<b>Ontario</b> launches &#39;first-of-its-kind&#39; occupational exposure registry - Law360 Canada|<b>Ontario</b> is establishing an occupational exposure registry to track harmful ... Queens University Law Dean Colleen <b>Flood</b> Law schools disclose common&nbsp;...|tag:google.com,2013:googlealerts/feed:17720075120460196785|2023-10-11T01:59:25Z|https://www.law360.ca/articles/51524/ontario-launches-first-of-its-kind-occupational-exposure-registry
en|" flood | ""ice jam"" + Ontario"|Ontario|City Updates <b>Flood</b> Hazard Mitigation Projects - Fayette News|As part of the voluntary Community Rating System related to the ISO Rating for <b>Flood</b> Insurance, the City is required to update the City Council on&nbsp;...|tag:google.com,2013:googlealerts/feed:14815164602289943227|2023-10-11T01:18:19Z|https://www.fayette-news.net/news/city-updates-flood-hazard-mitigation-projects/article_ca172890-67d1-11ee-90b2-87e9bc5eb596.html
en|" flood | ""ice jam"" + Ontario"|Ontario|Canadian auto workers, GM reach tentative contract agreement, ending brief strike|... GM workers picketed Tuesday in ... Reporter Sean P. Murphy has what you need to know. Load Video. NOW PLAYING. Staying high and dry amidst <b>flood</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:9868444455082375663|2023-10-11T01:12:51Z|https://www.bostonglobe.com/2023/10/10/business/canadian-auto-workers-gm-reach-tentative-contract-agreement-ending-brief-strike/
en|" flood | ""ice jam"" + Ontario"|Ontario|Cat lost by tearful widow in B.C. making safe Thanksgiving return to <b>Ontario</b> - Chemainus ...|... <b>Ontario</b> last month. (Photo submitted). BY GREG SAKAKI. A cat visiting ... <b>Flood</b> mitigation work&nbsp;...|tag:google.com,2013:googlealerts/feed:12973306257219551724|2023-10-10T21:40:24Z|https://www.chemainusvalleycourier.ca/trending-now/cat-lost-by-tearful-widow-in-bc-making-safe-thanksgiving-return-to-ontario-5559645
en|" flood | ""ice jam"" + Ontario"|Ontario|Google brings <b>Flood</b> Hub to the U.S. and Canada - Clayton News Daily|<b>Flood</b> Hub now covers more than 800 locations across North America near ... Sue S. <b>Ontario</b>, OH &middot; Foolproof Pie Crust &middot; Kathleen R. Kenosha, WI &middot; Pumpkin&nbsp;...|tag:google.com,2013:googlealerts/feed:10357874113227284208|2023-10-10T21:24:07Z|https://www.news-daily.com/arena/thestreet/google-brings-flood-hub-to-the-u-s-and-canada/article_d89d0009-948c-5614-bf38-aa6ed98dc78f.html
en|" flood | ""ice jam"" + Ontario"|Ontario|Google brings <b>Flood</b> Hub to the U.S. and Canada - Gwinnett Daily Post|Google brings <b>Flood</b> Hub to the U.S. and Canada. Tony Owusu; Oct 10, 2023 ... <b>Ontario</b>, OH &middot; Foolproof Pie Crust &middot; Kathleen R. Kenosha, WI &middot; Pumpkin&nbsp;...|tag:google.com,2013:googlealerts/feed:8073473625213913306|2023-10-10T21:19:01Z|https://www.gwinnettdailypost.com/arena/thestreet/google-brings-flood-hub-to-the-u-s-and-canada/article_1b850996-a083-50a8-bfc4-af1c0371e2bc.html
en|" flood | ""ice jam"" + Ontario"|Ontario|Watershed Conditions Statement (<b>Flood</b> Outlook) – Lake <b>Ontario</b> Storm Surge - October 10, 2023|Watershed Conditions Statement (<b>Flood</b> Outlook) – Lake <b>Ontario</b> Storm Surge – October 10, 2023. This is an early notice of the potential for&nbsp;...|tag:google.com,2013:googlealerts/feed:17909206668065655633|2023-10-10T20:43:55Z|https://conservationhamilton.ca/watershed-conditions-statement-flood-outlook-lake-ontario-storm-surge-october-10-2023/
en|" flood | ""ice jam"" + Ontario"|Ontario|Three Forks property owners to start get tax bills for new <b>flood</b> diversion canal - belgrade-news.com|... <b>flood</b> canal hasn&#39;t yet been built. The city decided to charge a flat fee per parcel within the <b>flood</b> district, Turner said, with an additional&nbsp;...|tag:google.com,2013:googlealerts/feed:9977872100022732195|2023-10-10T20:37:28Z|https://www.belgrade-news.com/news/three-forks-property-owners-to-start-get-tax-bills-for-new-flood-diversion-canal/article_b5513ac4-67a7-11ee-bf56-3b3a78183b6f.html
en|" flood | ""ice jam"" + Ontario"|Ontario|Canadian auto workers, GM reach tentative contract agreement less than 24 hours after strike began|New York City area under state of emergency after storms <b>flood</b> subways, strand people in cars ... Catharines, <b>Ontario</b>, and a parts distribution center&nbsp;...|tag:google.com,2013:googlealerts/feed:9930276373856885447|2023-10-10T20:17:16Z|https://www.ktvb.com/article/news/nation-world/canadian-auto-workers-gm-reach-tentative-contract-agreement/507-b9463d4a-41f4-4781-98e2-d3a9b0bd2887
en|" flood | ""ice jam"" + Ontario"|Ontario|N.S. homeowners try to repair lingering <b>flood</b> damage, but say process is slow, overwhelming - CBC|The July <b>flood</b> was the first time she ever needed to make an insurance ... <b>Ontario</b> woman wants mandatory signs on private beaches, after husband drowned&nbsp;...|tag:google.com,2013:googlealerts/feed:10097260244590665033|2023-10-10T20:14:00Z|https://www.cbc.ca/news/canada/nova-scotia/n-s-homeowners-try-to-repair-lingering-flood-damage-but-say-process-is-slow-overwhelming-1.6989271
en|" flood | ""ice jam"" + Ontario"|Ontario|Myanmar: Disruptions due to flooding ongoing across Bago Region and Mon State as of Oct. 10|Many roads and rail lines in the affected areas are impassable due to the floodwaters, including those connecting Yangon with the affected areas.|tag:google.com,2013:googlealerts/feed:2266300356388551612|2023-10-10T19:44:11Z|https://crisis24.garda.com/alerts/2023/10/myanmar-disruptions-due-to-flooding-ongoing-across-bago-region-and-mon-state-as-of-oct-10
